text,label
Meeting rescheduled to Thursday at 2 PM. Updated calendar invite sent.,0
Team standup notes: Sprint 4 retrospective scheduled for Friday at 10 AM.,0
Here is the updated project timeline. Key milestones are highlighted in yellow.,0
"IMPORTANT: IRS REFUND OF $3,247.00 IS PENDING. SUBMIT YOUR SSN AND BANK INFO AT HTTP://AMAZ0N-SECURITY.NET/CONFIRM",1
Reminder: Project deadline is next Monday. Please submit your sections by EOD Friday.,0
FREE IPHONE 15 GIVEAWAY! YOU ARE ONE OF 10 LUCKY WINNERS. CLAIM YOURS: HTTP://SECURE-VERIFY-ACCOUNT.COM/LOGIN Act now! Limited time!,1
"YOUR APPLE ID HAS BEEN LOCKED. TO UNLOCK, VERIFY YOUR INFORMATION AT HTTP://192.168.1.100/VERIFY",1
URGENT: YOUR ACCOUNT HAS BEEN COMPROMISED. CLICK HERE IMMEDIATELY TO VERIFY YOUR IDENTITY: HTTP://LOGIN-BANKOFAMERICA.XYZ/AUTH,1
"You have won a $1,000 gift card! Claim your prize now by visiting http://192.168.1.100/verify",1
BANK OF AMERICA: SUSPICIOUS LOGIN DETECTED. SECURE YOUR ACCOUNT IMMEDIATELY: HTTP://MICR0SOFT-365.COM/RENEW,1
URGENT: Your account has been compromised. Click here immediately to verify your identity: http://secure-verify-account.com/login Act now! Limited time!,1
FYI - Your monthly bank statement for October is now available in your online banking portal.,0
Your Amazon order #938-284719 cannot be delivered. Update shipping info: http://paypa1-secure.com/update,1
"Your payment of $499.99 has been processed. If you did not authorize this, click http://bit.ly/3xFkZ9q",1
"You have won a $1,000 gift card! Claim your prize now by visiting http://paypa1-secure.com/update Act now! Limited time!",1
"Your flight confirmation: AA 1742, departing CLT 6:45 AM, arriving JFK 9:10 AM.",0
IT Maintenance Notice: Systems will be down Saturday 2-6 AM for scheduled updates.,0
"Here is the updated project timeline. Key milestones are highlighted in yellow. Best regards, Management.",0
"Hi, just following up on our conversation from last week. Do you have time for a call tomorrow?",0
Meeting rescheduled to Thursday at 2 PM. Updated calendar invite sent.,0
Happy birthday from the team! Hope you have a great day.,0
"FYI - Here is the updated project timeline. Key milestones are highlighted in yellow. Best regards, Management.",0
"Your monthly bank statement for October is now available in your online banking portal. Best regards, Management.",0
"Your flight confirmation: AA 1742, departing CLT 6:45 AM, arriving JFK 9:10 AM.",0
"Hi, just following up on our conversation from last week. Do you have time for a call tomorrow?",0
"Hi team, please find attached the Q3 performance report. Let me know if you have questions.",0
"Hi, just following up on our conversation from last week. Do you have time for a call tomorrow?",0
IT Maintenance Notice: Systems will be down Saturday 2-6 AM for scheduled updates.,0
Please review the attached contract and provide your feedback by Wednesday.,0
"Welcome to our newsletter! Here are this week's top articles on cybersecurity trends. Best regards, Management.",0
Please review the attached contract and provide your feedback by Wednesday.,0
YOUR AMAZON ORDER #938-284719 CANNOT BE DELIVERED. UPDATE SHIPPING INFO: HTTP://192.168.1.100/VERIFY,1
"YOUR PAYMENT OF $499.99 HAS BEEN PROCESSED. IF YOU DID NOT AUTHORIZE THIS, CLICK HTTP://PAYPA1-SECURE.COM/UPDATE",1
Here is the updated project timeline. Key milestones are highlighted in yellow.,0
FREE iPhone 15 giveaway! You are one of 10 lucky winners. Claim yours: http://192.168.1.100/verify,1
Here is the updated project timeline. Key milestones are highlighted in yellow.,0
Please review the attached contract and provide your feedback by Wednesday.,0
You have (1) unread message from a friend. View it here: http://192.168.1.100/verify,1
MICROSOFT OFFICE 365: YOUR LICENSE KEY IS EXPIRED. RENEW IMMEDIATELY AT HTTP://MICR0SOFT-365.COM/RENEW,1
"DEAR CUSTOMER, WE DETECTED UNUSUAL ACTIVITY ON YOUR ACCOUNT. PLEASE CONFIRM YOUR CREDENTIALS AT HTTP://PAYPA1-SECURE.COM/UPDATE",1
"Dear user, your Netflix subscription will be cancelled unless you update payment at http://amaz0n-security.net/confirm Act now! Limited time!",1
"Hi, I am a prince from Nigeria and I need your help transferring $5,000,000. Reply with your bank details. Act now! Limited time!",1
"Your flight confirmation: AA 1742, departing CLT 6:45 AM, arriving JFK 9:10 AM.",0
"IMPORTANT: IRS refund of $3,247.00 is pending. Submit your SSN and bank info at http://bit.ly/3xFkZ9q",1
FYI - Welcome to our newsletter! Here are this week's top articles on cybersecurity trends.,0
"Your Apple ID has been locked. To unlock, verify your information at http://paypa1-secure.com/update Act now! Limited time!",1
Welcome to our newsletter! Here are this week's top articles on cybersecurity trends.,0
"You have won a $1,000 gift card! Claim your prize now by visiting http://bit.ly/3xFkZ9q",1
FYI - Team standup notes: Sprint 4 retrospective scheduled for Friday at 10 AM.,0
"FYI - Expense report approved. Reimbursement of $342.17 will appear in your next paycheck. Best regards, Management.",0
Welcome to our newsletter! Here are this week's top articles on cybersecurity trends.,0
Warning: Virus detected on your computer. Download our free scanner at http://paypa1-secure.com/update,1
FYI - The board meeting minutes from Tuesday have been uploaded to the shared drive.,0
MICROSOFT OFFICE 365: YOUR LICENSE KEY IS EXPIRED. RENEW IMMEDIATELY AT HTTP://LOGIN-BANKOFAMERICA.XYZ/AUTH Act now! Limited time!,1
Your monthly bank statement for October is now available in your online banking portal.,0
"Dear user, your Netflix subscription will be cancelled unless you update payment at http://192.168.1.100/verify",1
"Your subscription renewal was successful. Next billing date: March 15, 2026.",0
Welcome to our newsletter! Here are this week's top articles on cybersecurity trends.,0
YOU HAVE (1) UNREAD MESSAGE FROM A FRIEND. VIEW IT HERE: HTTP://MICR0SOFT-365.COM/RENEW,1
Your prescription is ready for pickup at the pharmacy. Store hours: 9 AM - 9 PM.,0
IT Maintenance Notice: Systems will be down Saturday 2-6 AM for scheduled updates.,0
FYI - Expense report approved. Reimbursement of $342.17 will appear in your next paycheck.,0
"Your flight confirmation: AA 1742, departing CLT 6:45 AM, arriving JFK 9:10 AM.",0
"DEAR VALUED CUSTOMER, PLEASE VERIFY YOUR SOCIAL SECURITY NUMBER FOR TAX PURPOSES AT HTTP://BIT.LY/3XFKZ9Q",1
Congratulations! You've been selected for an exclusive offer. Act now before it expires: http://micr0soft-365.com/renew Act now! Limited time!,1
You have (1) unread message from a friend. View it here: http://bit.ly/3xFkZ9q Act now! Limited time!,1
Your Amazon order #938-284719 cannot be delivered. Update shipping info: http://secure-verify-account.com/login,1
Welcome to our newsletter! Here are this week's top articles on cybersecurity trends.,0
"Hi, I am a prince from Nigeria and I need your help transferring $5,000,000. Reply with your bank details.",1
"Dear user, your Netflix subscription will be cancelled unless you update payment at http://micr0soft-365.com/renew Act now! Limited time!",1
"YOUR PAYMENT OF $499.99 HAS BEEN PROCESSED. IF YOU DID NOT AUTHORIZE THIS, CLICK HTTP://BIT.LY/3XFKZ9Q",1
"DEAR USER, YOUR NETFLIX SUBSCRIPTION WILL BE CANCELLED UNLESS YOU UPDATE PAYMENT AT HTTP://AMAZ0N-SECURITY.NET/CONFIRM Act now! Limited time!",1
"The board meeting minutes from Tuesday have been uploaded to the shared drive. Best regards, Management.",0
"Hi, just following up on our conversation from last week. Do you have time for a call tomorrow?",0
"FYI - Your prescription is ready for pickup at the pharmacy. Store hours: 9 AM - 9 PM. Best regards, Management.",0
"Dear Customer, We detected unusual activity on your account. Please confirm your credentials at http://micr0soft-365.com/renew",1
"Your subscription renewal was successful. Next billing date: March 15, 2026.",0
"YOUR PAYMENT OF $499.99 HAS BEEN PROCESSED. IF YOU DID NOT AUTHORIZE THIS, CLICK HTTP://192.168.1.100/VERIFY",1
Your monthly bank statement for October is now available in your online banking portal.,0
"Dear user, your Netflix subscription will be cancelled unless you update payment at http://micr0soft-365.com/renew",1
Congratulations on completing the training module! Your certificate is attached.,0
Expense report approved. Reimbursement of $342.17 will appear in your next paycheck.,0
"FYI - Hi team, please find attached the Q3 performance report. Let me know if you have questions.",0
"FYI - Your subscription renewal was successful. Next billing date: March 15, 2026.",0
YOU HAVE (1) UNREAD MESSAGE FROM A FRIEND. VIEW IT HERE: HTTP://PAYPA1-SECURE.COM/UPDATE,1
FREE IPHONE 15 GIVEAWAY! YOU ARE ONE OF 10 LUCKY WINNERS. CLAIM YOURS: HTTP://PAYPA1-SECURE.COM/UPDATE,1
"YOUR APPLE ID HAS BEEN LOCKED. TO UNLOCK, VERIFY YOUR INFORMATION AT HTTP://BIT.LY/3XFKZ9Q Act now! Limited time!",1
"Your subscription renewal was successful. Next billing date: March 15, 2026.",0
Security Alert: Someone tried to sign in to your account. Verify your identity: http://micr0soft-365.com/renew,1
Expense report approved. Reimbursement of $342.17 will appear in your next paycheck.,0
"Your payment of $499.99 has been processed. If you did not authorize this, click http://micr0soft-365.com/renew Act now! Limited time!",1
FYI - Meeting rescheduled to Thursday at 2 PM. Updated calendar invite sent.,0
The board meeting minutes from Tuesday have been uploaded to the shared drive.,0
You have (1) unread message from a friend. View it here: http://secure-verify-account.com/login,1
"Your subscription renewal was successful. Next billing date: March 15, 2026.",0
"Your Apple ID has been locked. To unlock, verify your information at http://paypa1-secure.com/update",1
Warning: Virus detected on your computer. Download our free scanner at http://paypa1-secure.com/update,1
FREE iPhone 15 giveaway! You are one of 10 lucky winners. Claim yours: http://micr0soft-365.com/renew,1
ACTION REQUIRED: Your password expires in 24 hours. Reset it now at http://192.168.1.100/verify,1
Your monthly bank statement for October is now available in your online banking portal.,0
"FYI - Reminder: Project deadline is next Monday. Please submit your sections by EOD Friday. Best regards, Management.",0
PayPal: We noticed irregular activity. Confirm your identity to avoid suspension: http://192.168.1.100/verify Act now! Limited time!,1
